X,Y,osm_id,shop,name,brand,addr:housenumber,amenity,operator,addr:housename,access,layer,brand:wikidata,brand:wikipedia,opening_hours,atm,addr:city,addr:street,fuel:HGV_diesel,fuel:biodiesel,fuel:octane_98,fuel:octane_80,fuel:octane_91,website,phone,name:en,addr:postcode,wheelchair,toilets:wheelchair,alt_name,cuisine,atm:operator,addr:unit,diet:halal,addr:province,level,contact:facebook,self_service,full_service,ice,lottery,canada_post,fireworks,owner,email,old_name,description,post_office,payment:mastercard,payment:cash,payment:visa,opendata:type,washroom,name:it,self_serve,fuel:diesel,payment:debit_cards,payment:credit_cards,wheelchair:description,moneygram,FIXME,lotto,unit,opening_hours:covid19,drink:club-mate:note,drink:club-mate,hst_number,payment:interac,store_ref,short_name,payment:american_express,western_union,ttc_tickets,gst_number,opening_hours:signed,payment:coins,service:fax,service:copy,video_rental,fuel:cng,mapillary,survey:date,name:ja,retail
-79.9035408,43.3350117,2801015863,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9350181,43.3598109,4751789475,convenience,Daisy Mart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8379825,43.3407781,2951624433,convenience,Tyandaga Corner Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8278028,43.3465352,2626205578,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8274994,43.3478385,7061727767,convenience,Circle K,Circle K,,,,,,,Q3268010,en:Circle K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8171025,43.3395216,2951559833,convenience,Zway Quick Mart,,,,,,,,,,24/7,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8107337,43.3339988,1969287304,convenience,L-7 Food Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8169761,43.349147,1766409141,convenience,For Your Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8419775,43.3566041,2698208712,convenience,Brant Smoke & Gift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8435269,43.3583371,288347927,convenience,Beckers Convenience,,2025,,,,,,,,24/7,,Burlington,Upper Middle Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8272429,43.3672891,7061058095,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8099269,43.3558546,1701767987,convenience,Esso,Esso,,fuel,,,,,Q867662,en:Esso,,,,,no,no,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8106868,43.3576412,3283313892,convenience,Shell Select,Shell Select,,,Shell,,,,Q154950,en:Royal Dutch Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8095582,43.373036,7061051900,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8413536,43.3769288,2681574032,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8055414,43.3782396,3979902388,convenience,Convenience K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8060984,43.3800253,288064509,convenience,Becker's,,,,,,,,,,,,,,,,,,,http://www.macs.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8240776,43.3910446,1540322027,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8076566,43.4056754,2120318711,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9386902,43.4242976,4408956889,convenience,Kilbride General store,,2090,,,,,,,,,,,Kilbride Street,,,,,,,+1-905-335-2545,Kilbride General store,L7P 0J1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8786045,43.5027398,3446130999,convenience,Mac's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8582826,43.4889684,5622334421,convenience,Sobey's,,,,,,,,,,,,Milton,1035 Bronte St S,,,,,,http://sobeys.com,+1-905-636-7521,,L9T 8X3,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9278841,43.5170514,3733367095,convenience,Village Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8995733,43.5231945,2253802544,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9142732,43.5340691,4088621283,convenience,On the Run,On the Run,,,,,,,Q16931259,en:On the Run (convenience store),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8871867,43.5073466,2206990132,convenience,AJs The Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8880175,43.5080755,724833081,convenience,Daisy Mart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8849631,43.5116355,2206928284,convenience,West End Smoke Shoppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8812799,43.5151849,2206877128,convenience,Adam's Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8875433,43.5266237,2232090162,convenience,Mac's,,470,,,,,,,,,,Milton,Steeles Avenue East,,,,,,http://www.macs.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8872612,43.5268729,3756784244,convenience,Milton Latino,,,,,,,,,,,,,,,,,,,,+1-905-636-0101,,,,,The Milton Latin Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8782352,43.5181927,2196044473,convenience,Milton Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.877816,43.5176471,724846993,convenience,Main St. Convenience & Cigar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8730215,43.5237957,2866670664,convenience,Mommy's Best Variety,,,,,,,,,,,,,,,,,,,,+1-905-878-4889,,,,,,"Filipino;Oriental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8635067,43.5083529,2195678692,convenience,Kitchen Food Fair Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8617004,43.5081918,2199778666,convenience,Farah's Food Mart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8657023,43.5259755,2198941280,convenience,Big Bear Convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8507514,43.5179255,2271751918,convenience,Zahra Mart Halal Meat & Food Convenience,,9149,,,,,,,,,,Milton,Derry Road West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
